rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,time/episodes,train/actor_loss,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,eval/mean_reward,eval/success_rate,eval/mean_ep_length
0.0,-3.7658527999999993,4905,93,52,7.56,740,5.5512776374816895,8.927024841308594,0.009999999776482582,0.0003,3904,,,
0.0,-3.5775525100000003,4923,94,52,7.46,744,5.821143627166748,8.501214981079102,0.009999999776482582,0.0003,3922,,,
0.0,-3.3733570399999997,4941,94,52,7.24,748,5.095183849334717,9.091456413269043,0.009999999776482582,0.0003,3940,,,
0.0,-3.3927858200000007,4962,94,52,7.04,752,5.422802925109863,10.559316635131836,0.009999999776482582,0.0003,3961,,,
0.0,-3.21283438,4979,95,52,6.93,756,5.759193420410156,9.30313491821289,0.009999999776482582,0.0003,3978,,,
0.0,-2.77954039,4996,95,52,6.7,760,6.261247634887695,10.453441619873047,0.009999999776482582,0.0003,3995,,,
0.0,-2.7583866,5012,97,51,6.7,764,6.088772296905518,8.456608772277832,0.009999999776482582,0.0003,4011,-2.9709177657516284,0.0,4.7
0.0,-3.1567436000000004,5030,97,51,6.6,768,5.334589958190918,7.763193130493164,0.009999999776482582,0.0003,4029,,,
0.0,-3.4606746800000003,5048,97,51,6.5,772,5.651050567626953,9.650866508483887,0.009999999776482582,0.0003,4047,,,
0.0,-3.7177925899999997,5067,98,51,6.4,776,5.964413166046143,9.912590026855469,0.009999999776482582,0.0003,4066,,,
0.0,-3.4839216000000004,5085,98,51,6.3,780,5.791232585906982,8.622232437133789,0.009999999776482582,0.0003,4084,,,
0.0,-3.60482596,5104,98,51,6.21,784,6.101517677307129,9.288464546203613,0.009999999776482582,0.0003,4103,,,
0.0,-3.6224190200000006,5123,99,51,6.12,788,5.961613655090332,8.044257164001465,0.009999999776482582,0.0003,4122,,,
0.0,-3.35832669,5140,99,51,6.13,792,5.528172492980957,10.135897636413574,0.009999999776482582,0.0003,4139,,,
0.0,-3.5913377000000004,5158,100,51,6.01,796,5.584927558898926,11.380815505981445,0.009999999776482582,0.0003,4157,,,
0.0,-3.266229579999999,5175,100,51,5.77,800,7.315792560577393,7.8566179275512695,0.009999999776482582,0.0003,4174,,,
0.0,-2.7234922200000007,5191,100,51,5.53,804,6.2746357917785645,9.399682998657227,0.009999999776482582,0.0003,4190,,,
0.0,-3.0174563200000004,5208,101,51,5.52,808,5.50193452835083,8.549474716186523,0.009999999776482582,0.0003,4207,,,
0.0,-3.285835619999999,5226,101,51,5.29,812,5.541384220123291,9.390796661376953,0.009999999776482582,0.0003,4225,,,
0.0,-3.62096976,5245,101,51,5.3,816,5.96693754196167,7.338422775268555,0.009999999776482582,0.0003,4244,,,
0.0,-3.6518776599999994,5265,102,51,5.08,820,6.116303443908691,9.715810775756836,0.009999999776482582,0.0003,4264,,,
0.0,-3.02129778,5285,102,51,4.98,824,5.75896692276001,11.348993301391602,0.009999999776482582,0.0003,4284,,,
0.0,-3.3045188299999997,5305,102,51,4.89,828,6.066768169403076,8.97097396850586,0.009999999776482582,0.0003,4304,,,
0.0,-3.19675534,5323,103,51,4.89,832,5.7023820877075195,8.537195205688477,0.009999999776482582,0.0003,4322,,,
0.0,-2.6086706899999994,5340,103,51,4.53,836,6.962231159210205,8.90402603149414,0.009999999776482582,0.0003,4339,,,
0.0,-2.8435016399999995,5358,103,51,4.53,840,6.170529365539551,8.509342193603516,0.009999999776482582,0.0003,4357,,,
0.0,-2.85318955,5375,104,51,4.52,844,6.951570510864258,8.95608139038086,0.009999999776482582,0.0003,4374,,,
0.0,-3.0434941199999996,5393,104,51,4.52,848,5.694758415222168,8.845176696777344,0.009999999776482582,0.0003,4392,,,
0.0,-2.8335164200000005,5410,105,51,4.48,852,7.677420616149902,8.265193939208984,0.009999999776482582,0.0003,4409,,,
0.0,-3.08306217,5429,105,51,4.5,856,5.877497673034668,9.201225280761719,0.009999999776482582,0.0003,4428,,,
0.0,-3.0756330899999993,5447,105,51,4.51,860,4.785689353942871,9.55737590789795,0.009999999776482582,0.0003,4446,,,
0.0,-3.546998289999999,5465,106,51,4.53,864,5.210170745849609,8.397575378417969,0.009999999776482582,0.0003,4464,,,
0.0,-2.8373686599999997,5483,106,51,4.53,868,5.797668933868408,7.363153457641602,0.009999999776482582,0.0003,4482,,,
0.0,-2.53576615,5501,106,51,4.53,872,6.870909214019775,8.561838150024414,0.009999999776482582,0.0003,4500,,,
0.0,-2.07351598,5519,107,51,4.52,876,5.680655479431152,8.364506721496582,0.009999999776482582,0.0003,4518,,,
0.0,-2.2539173299999997,5538,107,51,4.53,880,4.738108158111572,9.112714767456055,0.009999999776482582,0.0003,4537,,,
0.0,-1.7317030699999998,5554,108,51,4.5,884,6.49798583984375,7.9833526611328125,0.009999999776482582,0.0003,4553,,,
0.0,-1.76507311,5571,108,51,4.48,888,5.413463592529297,8.911983489990234,0.009999999776482582,0.0003,4570,,,
0.0,-2.0759747100000006,5590,108,51,4.5,892,4.951133728027344,8.125299453735352,0.009999999776482582,0.0003,4589,,,
0.0,-2.10142898,5608,109,51,4.5,896,5.639104843139648,8.491828918457031,0.009999999776482582,0.0003,4607,,,
0.0,-2.33491171,5624,109,51,4.49,900,5.452253341674805,9.621583938598633,0.009999999776482582,0.0003,4623,,,
0.0,-2.71414682,5642,109,51,4.51,904,6.331077575683594,7.582181930541992,0.009999999776482582,0.0003,4641,,,
